net,length_um
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_r\[0\]\[10\],21.49µm
_03231_,21.48µm
_03767_,21.48µm
_04545_,21.48µm
_04763_,21.48µm
_07088_,21.48µm
_17372_,21.48µm
u_debug_sys.u_spi_slave.tx_cnt\[2\],21.48µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage2.ds_switch_stage1.o_data_0i\[2\],21.48µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage2.ds_switch_stage1.w_data_1i\[6\],21.48µm
_04630_,21.475µm
_10663_,21.475µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage2.ds_switch_stage1.o_valid,21.475µm
_10527_,21.46µm
u_fft_core.u_fft4.s1_ev_sub_im\[7\],21.46µm
_15312_,21.44µm
u_fft_core.shift_r2_ff0_data0_re\[4\],21.44µm
u_fft_core.u_buffer_parallel2serial.mem_im\[26\]\[6\],21.44µm
u_fft_core.u_shift_r4.data_re_q\[31\],21.44µm
clknet_6_30_0_i_clk,21.44µm
_02399_,21.43µm
last_out_re\[2\],21.43µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.ds_switch_stage1.r_idata_r\[1\]\[3\],21.43µm
u_fft_core.u_shift_r4.data_im_q\[167\],21.43µm
u_fft_core.u_shift_r4.data_re_q\[112\],21.43µm
u_fft_core.u_shift_r4.data_re_q\[163\],21.43µm
_02193_,21.42µm
_03323_,21.42µm
_09322_,21.42µm
_09581_,21.42µm
_11238_,21.42µm
_13090_,21.42µm
_13646_,21.42µm
_13707_,21.42µm
_17722_,21.42µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage2.ds_switch_stage1.i_data_1r\[3\],21.42µm
_11488_,21.415µm
u_fft_core.u_buffer_parallel2serial.mem_re\[27\]\[7\],21.415µm
u_fft_core.u_shift_r4.data_im_q\[96\],21.415µm
_14043_,21.405µm
_07083_,21.4µm
_06171_,21.39µm
_17054_,21.39µm
_16674_,21.385µm
_09744_,21.38µm
u_fft_core.u_buffer_parallel2serial.mem_im\[6\]\[4\],21.38µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.xfft_cell_route1.w_mult_i\[0\]\[11\],21.38µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage2.ds_switch_stage1.w_data_1r\[5\],21.38µm
_09776_,21.37µm
_10278_,21.37µm
_11083_,21.37µm
_16284_,21.37µm
u_fft_core.shift_r4_data0_im\[3\],21.37µm
u_fft_core.u_buffer_parallel2serial.mem_im\[18\]\[5\],21.37µm
u_fft_core.u_buffer_parallel2serial.mem_im\[23\]\[3\],21.37µm
u_fft_core.u_buffer_parallel2serial.mem_re\[3\]\[1\],21.37µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage3.next_data1_r\[2\],21.37µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage2.ds_switch_stage1.r_idata_r\[0\]\[9\],21.37µm
net4003,21.37µm
_04164_,21.36µm
_05160_,21.36µm
_11092_,21.36µm
u_debug_sys.u_debug_unit.cnt_inputs_sync\[7\],21.355µm
u_fft_core.twiddle_data1_re\[7\],21.355µm
u_fft_core.u_shift_r4.data_re_q\[145\],21.355µm
_06851_,21.35µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_r\[0\]\[1\],21.345µm
_11828_,21.33µm
_15884_,21.33µm
o_serial_tx,21.33µm
_04153_,21.32µm
_08904_,21.32µm
_14724_,21.32µm
u_fft_core.u_buffer_parallel2serial.mem_im\[28\]\[6\],21.32µm
u_fft_core.u_buffer_parallel2serial.mem_re\[18\]\[3\],21.32µm
clknet_6_28_0_i_clk,21.32µm
_09038_,21.315µm
_03148_,21.31µm
u_fft_core.u_buffer_parallel2serial.mem_re\[7\]\[6\],21.31µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.ds_switch_stage1.i_data_1i\[2\],21.31µm
u_fft_core.u_shift_r4.data_re_q\[153\],21.31µm
u_fft_core.u_buffer_parallel2serial.mem_im\[31\]\[2\],21.305µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage2.ds_switch_stage1.r_idata_r\[0\]\[6\],21.305µm
_02439_,21.3µm
_05267_,21.3µm
_06456_,21.3µm
_06629_,21.3µm
_10874_,21.3µm
_14905_,21.3µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_i\[1\]\[10\],21.3µm
_07322_,21.295µm
_16103_,21.295µm
_12697_,21.27µm
_17201_,21.27µm
_10613_,21.265µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.ds_switch_stage1.r_idata_r\[1\]\[4\],21.265µm
_02474_,21.26µm
_02777_,21.26µm
_06455_,21.26µm
_06854_,21.26µm
_09610_,21.26µm
_12303_,21.26µm
fft_out_im\[4\],21.26µm
u_fft_core.u_shift_r2_fft3.data_im_q\[14\],21.26µm
_06276_,21.255µm
u_fft_core.u_buffer_parallel2serial.mem_re\[0\]\[6\],21.255µm
_01212_,21.25µm
_01732_,21.25µm
_02006_,21.25µm
_05070_,21.25µm
_06865_,21.25µm
_06960_,21.25µm
_09727_,21.25µm
_14149_,21.25µm
u_fft_core.u_buffer_parallel2serial.mem_im\[24\]\[6\],21.25µm
_04754_,21.24µm
_07640_,21.24µm
_13845_,21.24µm
u_fft_core.shift_r2_ff3_data0_im\[7\],21.235µm
_08507_,21.225µm
u_fft_core.u_shift_r4.data_im_q\[33\],21.225µm
_17794_,21.215µm
u_fft_core.u_shift_r4.data_re_q\[46\],21.21µm
net3429,21.205µm
_07229_,21.2µm
_09774_,21.2µm
u_fft_core.u_buffer_parallel2serial.mem_im\[1\]\[4\],21.2µm
_12940_,21.195µm
_05281_,21.19µm
_10712_,21.19µm
_12336_,21.19µm
_06184_,21.18µm
_09043_,21.18µm
_14969_,21.18µm
_09830_,21.165µm
_10569_,21.165µm
_04281_,21.15µm
u_fft_core.u_buffer_parallel2serial.mem_im\[11\]\[6\],21.15µm
_16952_,21.145µm
u_fft_core.u_shift_r2_fft0.data_im_q\[31\],21.145µm
u_fft_core.fft4_data2_re\[2\],21.14µm
u_fft_core.u_buffer_parallel2serial.mem_re\[11\]\[0\],21.14µm
_09423_,21.135µm
_01414_,21.13µm
_01665_,21.13µm
u_fft_core.shift_r2_ff0_data0_re\[3\],21.13µm
u_fft_core.u_buffer_parallel2serial.mem_re\[3\]\[6\],21.13µm
u_fft_core.u_shift_r2_fft3.data_re_q\[18\],21.13µm
net4001,21.13µm
_02917_,21.125µm
_02898_,21.12µm
_05101_,21.12µm
_03416_,21.115µm
u_tx.current_shift\[2\],21.115µm
_08187_,21.105µm
_09328_,21.105µm
_17152_,21.1µm
u_fft_core.u_buffer_parallel2serial.mem_im\[19\]\[6\],21.09µm
_05725_,21.085µm
_06655_,21.085µm
_15514_,21.08µm
u_fft_core.fft4_data1_re\[3\],21.08µm
u_fft_core.u_buffer_parallel2serial.mem_im\[18\]\[7\],21.08µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.ds_switch_stage1.i_data_0r\[0\],21.08µm
_11464_,21.07µm
_12446_,21.07µm
_16446_,21.07µm
u_fft_core.u_buffer_parallel2serial.mem_re\[2\]\[1\],21.07µm
_03097_,21.06µm
_04108_,21.06µm
_09810_,21.06µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.ds_switch_stage1.i_data_0r\[6\],21.06µm
_04815_,21.055µm
_13083_,21.055µm
_13104_,21.055µm
u_fft_core.u_buffer_parallel2serial.mem_re\[11\]\[5\],21.055µm
u_fft_core.u_buffer_parallel2serial.mem_re\[24\]\[2\],21.055µm
_04598_,21.045µm
_10168_,21.045µm
_04665_,21.035µm
_13997_,21.035µm
u_fft_core.u_shift_r4.data_im_q\[45\],21.03µm
_10273_,21.025µm
_13480_,21.02µm
_15933_,21.02µm
_00552_,21.01µm
_12602_,21.01µm
_13682_,21.01µm
u_fft_core.u_shift_r4.valid_q\[13\],21.01µm
_07246_,21µm
_07863_,21µm
_09115_,21µm
_09849_,21µm
_13007_,21µm
_14647_,21µm
_15208_,21µm
_15861_,21µm
_16677_,21µm
u_fft_core.u_buffer_parallel2serial.mem_re\[11\]\[4\],21µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.u_btfly2.o_data0_i\[6\],21µm
u_fft_core.u_shift_r2_fft2.data_re_q\[22\],21µm
u_fft_core.u_shift_r4.data_im_q\[105\],21µm
_11461_,20.995µm
u_fft_core.u_buffer_parallel2serial.mem_im\[22\]\[2\],20.995µm
u_fft_core.u_buffer_parallel2serial.mem_re\[21\]\[1\],20.98µm
_08921_,20.965µm
_13952_,20.96µm
_15478_,20.96µm
_16086_,20.96µm
_17135_,20.96µm
_00455_,20.95µm
_05119_,20.95µm
_06584_,20.95µm
_13070_,20.95µm
_15993_,20.95µm
u_fft_core.u_buffer_parallel2serial.mem_re\[23\]\[2\],20.95µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.ds_switch_stage1.w_data_1r\[1\],20.95µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_r\[1\]\[1\],20.95µm
_02796_,20.94µm
_13806_,20.94µm
_15271_,20.94µm
_17561_,20.94µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.ds_switch_stage1.o_data_1r\[0\],20.94µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_i\[1\]\[5\],20.94µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.r_data0_i\[7\],20.94µm
_08662_,20.935µm
u_fft_core.u_buffer_parallel2serial.mem_re\[7\]\[7\],20.935µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage2.ds_switch_stage1.r_idata_i\[0\]\[5\],20.935µm
_02729_,20.925µm
_06050_,20.92µm
_02253_,20.915µm
_06507_,20.91µm
u_fft_core.u_shift_r4.valid_q\[20\],20.91µm
_08012_,20.9µm
_11126_,20.9µm
_12978_,20.9µm
_13105_,20.9µm
u_fft_core.shift_r2_ff2_data0_re\[0\],20.9µm
u_fft_core.u_buffer_parallel2serial.mem_re\[15\]\[2\],20.9µm
u_fft_core.u_shift_r2_fft2.data_re_q\[15\],20.9µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.ds_switch_stage1.i_data_0i\[5\],20.895µm
_01912_,20.89µm
_09972_,20.89µm
_10279_,20.89µm
_10339_,20.89µm
u_fft_core.u_buffer_parallel2serial.mem_re\[21\]\[0\],20.89µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_i\[0\]\[7\],20.89µm
u_fft_core.u_shift_r2_fft0.data_im_q\[28\],20.89µm
net3466,20.89µm
_09795_,20.885µm
_03640_,20.88µm
_03992_,20.88µm
_15992_,20.88µm
_16839_,20.88µm
_16905_,20.88µm
net438,20.88µm
clknet_leaf_411_i_clk,20.88µm
_11108_,20.875µm
u_fft_core.u_buffer_parallel2serial.mem_re\[22\]\[3\],20.875µm
u_fft_core.u_shift_r2_fft1.data_im_q\[9\],20.875µm
_06830_,20.865µm
_09028_,20.865µm
_16741_,20.865µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage2.r_data1_r\[9\],20.865µm
u_fft_core.u_shift_r2_fft2.data_re_q\[29\],20.845µm
u_fft_core.u_shift_r2_fft3.data_re_q\[14\],20.845µm
_03923_,20.84µm
_05028_,20.84µm
_09579_,20.84µm
_10986_,20.84µm
_15604_,20.84µm
_10472_,20.83µm
_18073_,20.83µm
_03863_,20.82µm
_08893_,20.82µm
_11459_,20.82µm
_17005_,20.82µm
_06038_,20.815µm
_17261_,20.8µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage2.ds_switch_stage1.o_data_0i\[4\],20.79µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.ds_switch_stage1.i_data_1i\[8\],20.79µm
_14385_,20.785µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_i\[1\]\[7\],20.785µm
_08778_,20.78µm
u_fft_core.shift_r2_ff3_data0_im\[2\],20.78µm
clknet_leaf_509_i_clk,20.78µm
_05885_,20.775µm
_01004_,20.77µm
_05407_,20.77µm
_12396_,20.77µm
_15498_,20.77µm
_16292_,20.77µm
u_fft_core.fft4_data0_re\[4\],20.77µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage2.ds_switch_stage1.o_data_0r\[6\],20.77µm
u_fft_core.u_shift_r4.data_im_q\[97\],20.77µm
_16093_,20.765µm
_02906_,20.76µm
_06422_,20.76µm
_16683_,20.76µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage2.r_data1_i\[7\],20.76µm
_16281_,20.755µm
_13991_,20.75µm
_08399_,20.735µm
_15222_,20.73µm
_05539_,20.72µm
_12751_,20.715µm
_11514_,20.71µm
_12702_,20.71µm
_12874_,20.71µm
_14536_,20.7µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_r\[0\]\[6\],20.7µm
_09580_,20.695µm
net3944,20.695µm
u_fft_core.u_shift_r4.data_re_q\[94\],20.685µm
_06288_,20.68µm
_06311_,20.68µm
_12373_,20.67µm
u_fft_core.u_buffer_parallel2serial.mem_im\[0\]\[2\],20.67µm
u_fft_core.u_fft4.s1_od_sub_re\[4\],20.67µm
u_fft_core.u_shift_r2_fft0.data_re_q\[24\],20.67µm
u_fft_core.u_shift_r2_fft1.data_re_q\[29\],20.67µm
u_fft_core.u_shift_r4.data_im_q\[151\],20.67µm
_05479_,20.66µm
_10632_,20.66µm
_11407_,20.66µm
u_fft_core.u_shift_r4.data_re_q\[36\],20.66µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.r_data1_i\[1\],20.655µm
_01864_,20.65µm
_11763_,20.65µm
_14518_,20.65µm
u_fft_core.u_shift_r4.data_im_q\[178\],20.65µm
u_fft_core.u_shift_r4.data_re_q\[119\],20.65µm
_15850_,20.645µm
net4110,20.645µm
_14990_,20.62µm
u_fft_core.u_shift_r2_fft3.data_im_q\[30\],20.615µm
u_fft_core.u_buffer_parallel2serial.mem_im\[16\]\[3\],20.605µm
_10467_,20.6µm
_14593_,20.6µm
_09638_,20.595µm
_07755_,20.59µm
_10634_,20.59µm
_10739_,20.59µm
u_fft_core.u_buffer_parallel2serial.mem_im\[3\]\[6\],20.59µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.ds_switch_stage1.w_data_1r\[9\],20.59µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_i\[0\]\[0\],20.59µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_r\[1\]\[4\],20.59µm
_06042_,20.58µm
_07806_,20.58µm
_14206_,20.58µm
_16200_,20.58µm
u_fft_core.u_buffer_parallel2serial.mem_im\[22\]\[1\],20.58µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage2.r_data1_i\[6\],20.58µm
_15739_,20.575µm
u_fft_core.u_buffer_parallel2serial.mem_im\[16\]\[6\],20.575µm
_16179_,20.565µm
_06424_,20.56µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.r_data0_i\[2\],20.56µm
_12431_,20.555µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.ds_switch_stage1.r_idata_r\[1\]\[8\],20.555µm
_11144_,20.55µm
_14476_,20.55µm
_07639_,20.545µm
_08700_,20.545µm
_11381_,20.545µm
_10734_,20.54µm
_10985_,20.54µm
_13361_,20.54µm
_15162_,20.54µm
u_fft_core.u_shift_r4.data_im_q\[153\],20.54µm
_15913_,20.535µm
_07236_,20.53µm
_07302_,20.53µm
_07761_,20.53µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.ds_switch_stage1.r_idata_r\[0\]\[8\],20.53µm
u_fft_core.u_shift_r4.data_im_q\[163\],20.53µm
_07506_,20.525µm
_03726_,20.52µm
_05865_,20.52µm
_08938_,20.52µm
_15372_,20.52µm
_16115_,20.52µm
_06269_,20.515µm
_12660_,20.515µm
_16883_,20.515µm
u_fft_core.u_shift_r4.valid_q\[16\],20.515µm
_06363_,20.51µm
_11913_,20.505µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.xfft_cell_route1.w_mult_r\[1\]\[4\],20.505µm
_05495_,20.5µm
_17153_,20.5µm
_05305_,20.47µm
_06443_,20.47µm
_07931_,20.47µm
_14947_,20.47µm
_15401_,20.47µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.xfft_cell_route1.w_mult_r\[1\]\[14\],20.47µm
u_rx.current_state\[1\],20.47µm
_02212_,20.46µm
_06810_,20.46µm
_08182_,20.46µm
_09169_,20.46µm
_14458_,20.46µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.u_btfly2.o_data0_i\[6\],20.46µm
_06098_,20.455µm
_11619_,20.455µm
u_fft_core.twiddle_data2_im\[3\],20.455µm
u_fft_core.twiddle_data3_re\[6\],20.455µm
u_fft_core.u_buffer_parallel2serial.mem_re\[27\]\[4\],20.455µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage2.r_data1_r\[5\],20.455µm
u_fft_core.u_shift_r4.data_im_q\[19\],20.455µm
u_fft_core.twiddle_data1_re\[6\],20.445µm
u_fft_core.u_shift_r4.data_re_q\[61\],20.445µm
_12318_,20.44µm
_12420_,20.43µm
_08499_,20.425µm
_02910_,20.42µm
_11013_,20.42µm
u_fft_core.u_buffer_parallel2serial.mem_im\[26\]\[7\],20.42µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage3.next_data0_i\[1\],20.42µm
u_fft_core.u_shift_r4.data_re_q\[136\],20.415µm
_04899_,20.41µm
_05751_,20.41µm
_06706_,20.41µm
_12113_,20.41µm
u_fft_core.u_fft4.s2_x2_re\[6\],20.41µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.ds_switch_stage1.o_data_1i\[0\],20.41µm
_02338_,20.405µm
_06675_,20.4µm
clknet_leaf_72_i_clk,20.4µm
_02965_,20.395µm
_07635_,20.385µm
_09293_,20.385µm
_15106_,20.375µm
u_fft_core.u_shift_r2_fft0.data_re_q\[27\],20.375µm
_10597_,20.37µm
_11432_,20.37µm
u_fft_core.u_buffer_parallel2serial.mem_re\[31\]\[1\],20.365µm
u_fft_core.u_shift_r4.data_re_q\[99\],20.365µm
_14701_,20.36µm
u_fft_core.u_fft4.s1_ev_sum_re\[6\],20.36µm
_06089_,20.35µm
_10492_,20.35µm
_13773_,20.35µm
u_fft_core.u_buffer_parallel2serial.mem_im\[11\]\[5\],20.35µm
u_fft_core.u_buffer_parallel2serial.mem_re\[21\]\[5\],20.35µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage2.ds_switch_stage1.i_data_1r\[8\],20.35µm
_02385_,20.34µm
_05504_,20.34µm
_12960_,20.34µm
_15375_,20.34µm
_15824_,20.34µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.u_btfly2.o_data1_i\[6\],20.34µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.r_data0_r\[6\],20.32µm
u_rx.current_shift\[5\],20.315µm
_10891_,20.305µm
_03202_,20.3µm
_08801_,20.3µm
_09176_,20.3µm
_12638_,20.3µm
u_fft_core.shift_r4_data0_re\[7\],20.3µm
u_fft_core.u_buffer_parallel2serial.mem_im\[22\]\[3\],20.3µm
u_fft_core.u_buffer_parallel2serial.mem_im\[7\]\[4\],20.3µm
_08723_,20.295µm
_01782_,20.29µm
_04697_,20.29µm
_05665_,20.29µm
_12701_,20.29µm
_16174_,20.29µm
u_fft_core.shift_r2_ff3_data0_im\[6\],20.29µm
u_fft_core.u_buffer_parallel2serial.mem_re\[8\]\[6\],20.29µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage2.r_data0_i\[4\],20.29µm
clknet_6_62_0_i_clk,20.29µm
_05983_,20.28µm
_06441_,20.28µm
_06722_,20.28µm
_09546_,20.28µm
net1741,20.28µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.ds_switch_stage1.i_data_0r\[8\],20.28µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage2.ds_switch_stage1.i_data_1i\[8\],20.28µm
_03142_,20.275µm
_03609_,20.275µm
_14571_,20.275µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_i\[0\]\[7\],20.27µm
_09434_,20.265µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage2.ds_switch_stage1.i_data_1r\[5\],20.265µm
_17210_,20.255µm
_02370_,20.25µm
_01381_,20.245µm
u_fft_core.u_buffer_parallel2serial.mem_re\[5\]\[0\],20.245µm
_12932_,20.24µm
u_fft_core.u_buffer_parallel2serial.mem_im\[8\]\[1\],20.24µm
u_fft_core.u_buffer_parallel2serial.mem_im\[8\]\[6\],20.24µm
_08613_,20.23µm
u_debug_sys.u_spi_slave.next_rx\[7\],20.23µm
_04056_,20.225µm
_16463_,20.225µm
_03065_,20.22µm
_05614_,20.22µm
u_fft_core.u_shift_r4.data_re_q\[89\],20.22µm
u_fft_core.u_buffer_parallel2serial.mem_re\[5\]\[5\],20.21µm
u_fft_core.u_buffer_parallel2serial.mem_im\[24\]\[0\],20.205µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.u_btfly2.o_data0_i\[1\],20.205µm
u_fft_core.u_buffer_parallel2serial.mem_re\[28\]\[2\],20.195µm
u_fft_core.fft4_data1_re\[6\],20.19µm
_09982_,20.185µm
_11500_,20.185µm
_17264_,20.185µm
u_fft_core.u_buffer_parallel2serial.mem_re\[4\]\[3\],20.185µm
_10343_,20.18µm
_13274_,20.18µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.ds_switch_stage1.o_valid,20.18µm
_00702_,20.17µm
_02403_,20.17µm
_03288_,20.17µm
_04963_,20.17µm
_11875_,20.17µm
_09337_,20.165µm
_06843_,20.16µm
_07861_,20.16µm
u_fft_core.u_fft8_mdc2.u_mdc8p_stage1.xfft_cell_route1.r_pp2_mult_r\[1\]\[2\],20.16µm
u_fft_core.u_buffer_parallel2serial.mem_re\[23\]\[6\],20.155µm
_11591_,20.15µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.r_data0_i\[7\],20.145µm
_06341_,20.13µm
u_fft_core.u_buffer_parallel2serial.mem_re\[29\]\[5\],20.12µm
u_fft_core.u_shift_r4.data_re_q\[32\],20.12µm
_15766_,20.11µm
_17451_,20.11µm
u_fft_core.u_shift_r4.data_im_q\[179\],20.11µm
_09992_,20.105µm
net3960,20.105µm
_04518_,20.1µm
_05760_,20.1µm
_07602_,20.1µm
u_fft_core.u_buffer_parallel2serial.mem_im\[11\]\[1\],20.1µm
_11186_,20.095µm
_13879_,20.085µm
_16094_,20.085µm
net3593,20.075µm
_02103_,20.07µm
fft_out_re\[0\],20.065µm
_02152_,20.06µm
_12022_,20.06µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.ds_switch_stage1.r_idata_r\[1\]\[8\],20.06µm
net2853,20.06µm
_11463_,20.05µm
u_fft_core.u_buffer_parallel2serial.mem_im\[5\]\[5\],20.05µm
u_fft_core.u_buffer_parallel2serial.mem_im\[5\]\[6\],20.05µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.r_bt0_r\[0\]\[5\],20.05µm
_07079_,20.045µm
u_fft_core.shift_r2_ff3_data0_re\[6\],20.045µm
_07951_,20.04µm
_08098_,20.04µm
_13220_,20.04µm
_13267_,20.04µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.xfft_cell_route1.w_mult_i\[0\]\[9\],20.04µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.ds_switch_stage1.i_data_1r\[9\],20.04µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage2.ds_switch_stage1.r_idata_i\[0\]\[6\],20.04µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.ds_switch_stage1.i_data_1i\[8\],20.04µm
u_fft_core.u_buffer_parallel2serial.mem_im\[13\]\[2\],20.035µm
u_fft_core.u_buffer_parallel2serial.mem_im\[25\]\[7\],20.035µm
u_fft_core.u_buffer_parallel2serial.mem_re\[10\]\[5\],20.035µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.xfft_cell_route1.w_mult_r\[1\]\[5\],20.035µm
_05443_,20.03µm
_17523_,20.025µm
u_fft_core.u_buffer_parallel2serial.mem_im\[7\]\[5\],20.025µm
u_fft_core.u_shift_r4.data_im_q\[106\],20.025µm
_03736_,20.02µm
_10713_,20.02µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage2.ds_switch_stage1.o_data_0r\[8\],20.02µm
_16104_,20.015µm
_06638_,20.01µm
_07802_,20.005µm
_04089_,20µm
_14034_,20µm
u_fft_core.u_buffer_parallel2serial.mem_re\[18\]\[2\],20µm
u_fft_core.u_buffer_parallel2serial.mem_re\[25\]\[1\],20µm
_04856_,19.99µm
_07581_,19.99µm
_09042_,19.99µm
_11883_,19.99µm
_13106_,19.99µm
_14048_,19.99µm
_17295_,19.99µm
cnt_inputs\[6\],19.99µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.ds_switch_stage1.o_data_0r\[5\],19.99µm
u_fft_core.u_shift_r4.data_re_q\[143\],19.99µm
_01477_,19.98µm
_06767_,19.98µm
_10355_,19.98µm
_12510_,19.98µm
_13214_,19.98µm
_16382_,19.98µm
u_fft_core.u_fft8_mdc0.u_mdc8p_stage1.u_btfly2.o_data1_r\[7\],19.98µm
u_fft_core.u_fft8_mdc3.u_mdc8p_stage1.ds_switch_stage1.r_idata_i\[1\]\[2\],19.98µm
_06676_,19.975µm
_14913_,19.975µm
u_fft_core.u_buffer_parallel2serial.mem_re\[29\]\[3\],19.975µm
u_fft_core.u_shift_r4.data_im_q\[25\],19.975µm
u_fft_core.u_shift_r4.valid_q\[6\],19.975µm
_02787_,19.965µm
_02604_,19.955µm
u_fft_core.shift_r2_ff2_data0_im\[0\],19.955µm
net3556,19.955µm
u_fft_core.u_fft8_mdc1.u_mdc8p_stage1.r_data1_i\[3\],19.945µm
_08118_,19.94µm
_09754_,19.94µm
u_fft_core.u_buffer_parallel2serial.mem_re\[21\]\[3\],19.94µm
u_fft_core.u_buffer_parallel2serial.mem_re\[8\]\[7\],19.94µm
u_fft_core.u_twiddle_interface.u_mult_2.u_clip.o_data_im\[2\],19.94µm
clknet_6_60_0_i_clk,19.94µm
_05676_,19.935µm
_17671_,19.935µm
_02788_,19.93µm
_05620_,19.93µm
_05913_,19.93µm
_11595_,19.93µm
_14513_,19.93µm
_14635_,19.93µm
_16670_,19.93µm
_17897_,19.93µm
net1705,19.93µm
u_fft_core.twiddle_data1_im\[2\],19.93µm
u_fft_core.u_shift_r2_fft2.data_im_q\[29\],19.93µm
u_fft_core.u_shift_r4.data_re_q\[49\],19.93µm
_02202_,19.92µm
_11448_,19.92µm
_14120_,19.92µm
_14477_,19.92µm
u_fft_core.u_buffer_parallel2serial.mem_re\[20\]\[2\],19.92µm
_08561_,19.915µm
u_fft_core.shift_r2_ff2_data0_im\[4\],19.915µm
u_fft_core.u_shift_r4.data_re_q\[84\],19.915µm
_17966_,19.905µm
_05627_,19.89µm
_07148_,19.89µm
last_out_im\[6\],19.89µm
net3231,19.89µm
_10615_,19.885µm
_16886_,19.88µm
_17689_,19.88µm
_17891_,19.88µm
u_fft_core.u_shift_r4.data_im_q\[144\],19.88µm
clknet_6_33_0_i_clk,19.88µm
_03401_,19.87µm
_06371_,19.87µm
_06604_,19.87µm
_15362_,19.87µm
